timestamp,discrete_visit_planningarea,hyperUnique_unique_agents,longSum_total_records,discrete_visit_planningregion,discrete_visit_subzone
2018-01-03T00:00:00.000+08:00,CR,23532,117237,RC,RCSZ06
2018-01-03T00:00:00.000+08:00,CR,9114,178756,RC,RCSZ07
2018-01-03T00:00:00.000+08:00,CR,31211,415895,RC,RCSZ08
2018-01-03T00:00:00.000+08:00,CR,27891,198966,RC,RCSZ09
2018-01-03T00:00:00.000+08:00,CR,47527,426835,RC,RCSZ10
2018-01-03T00:00:00.000+08:00,CR,13168,198048,RV,RVSZ01
2018-01-03T00:00:00.000+08:00,CR,3470,6298,RV,RVSZ02
2018-01-03T00:00:00.000+08:00,CR,18504,281559,RV,RVSZ03
2018-01-03T00:00:00.000+08:00,CR,40,40,RV,RVSZ04
2018-01-03T00:00:00.000+08:00,CR,40131,627765,RV,RVSZ05
2018-01-03T00:00:00.000+08:00,CR,60022,1213786,SI,SISZ01
2018-01-03T00:00:00.000+08:00,CR,8122,44790,SI,SISZ02
2018-01-03T00:00:00.000+08:00,CR,29053,396526,SR,SRSZ01
2018-01-03T00:00:00.000+08:00,CR,60079,438361,SR,SRSZ02
2018-01-03T00:00:00.000+08:00,CR,26326,186377,SR,SRSZ03
2018-01-03T00:00:00.000+08:00,CR,25766,175303,SV,SVSZ01
2018-01-03T00:00:00.000+08:00,CR,52029,903874,TN,TNSZ01
2018-01-03T00:00:00.000+08:00,CR,34949,485545,TN,TNSZ02
2018-01-03T00:00:00.000+08:00,CR,61530,544502,TN,TNSZ03
2018-01-03T00:00:00.000+08:00,CR,48256,313875,TN,TNSZ04
2018-01-03T00:00:00.000+08:00,CR,70898,594706,TP,TPSZ01
2018-01-03T00:00:00.000+08:00,CR,82227,1126518,TP,TPSZ02
2018-01-03T00:00:00.000+08:00,CR,35843,373876,TP,TPSZ03
2018-01-03T00:00:00.000+08:00,CR,22849,317814,TP,TPSZ04
2018-01-03T00:00:00.000+08:00,CR,73749,403662,TP,TPSZ05
2018-01-03T00:00:00.000+08:00,CR,24558,334880,TP,TPSZ06
2018-01-03T00:00:00.000+08:00,CR,5782,85124,TP,TPSZ07
2018-01-03T00:00:00.000+08:00,CR,45622,573604,TP,TPSZ09
2018-01-03T00:00:00.000+08:00,CR,16554,21060,TP,TPSZ10
2018-01-03T00:00:00.000+08:00,CR,18518,21497,TP,TPSZ11
2018-01-03T00:00:00.000+08:00,CR,53926,819987,TP,TPSZ12
2018-01-04T00:00:00.000+08:00,CR,70332,925722,BM,BMSZ01
2018-01-04T00:00:00.000+08:00,CR,31155,374784,BM,BMSZ02
2018-01-04T00:00:00.000+08:00,CR,18815,107613,BM,BMSZ03
2018-01-04T00:00:00.000+08:00,CR,55581,415446,BM,BMSZ04
2018-01-04T00:00:00.000+08:00,CR,36534,456168,BM,BMSZ05
2018-01-04T00:00:00.000+08:00,CR,25055,188586,BM,BMSZ06
2018-01-04T00:00:00.000+08:00,CR,79145,972741,BM,BMSZ07
2018-01-04T00:00:00.000+08:00,CR,26355,390134,BM,BMSZ08
2018-01-04T00:00:00.000+08:00,CR,59081,691781,BM,BMSZ09
2018-01-04T00:00:00.000+08:00,CR,45645,354515,BM,BMSZ10
2018-01-04T00:00:00.000+08:00,CR,43583,318634,BM,BMSZ11
2018-01-04T00:00:00.000+08:00,CR,11398,112748,BM,BMSZ12
2018-01-04T00:00:00.000+08:00,CR,31729,529083,BM,BMSZ13
2018-01-04T00:00:00.000+08:00,CR,28670,360300,BM,BMSZ14
2018-01-04T00:00:00.000+08:00,CR,22723,307959,BM,BMSZ15
2018-01-04T00:00:00.000+08:00,CR,68095,620881,BM,BMSZ16
2018-01-04T00:00:00.000+08:00,CR,72433,546475,BM,BMSZ17
2018-01-04T00:00:00.000+08:00,CR,71493,1291780,BS,BSSZ01
2018-01-04T00:00:00.000+08:00,CR,53922,568511,BS,BSSZ02
2018-01-04T00:00:00.000+08:00,CR,126206,1022940,BS,BSSZ03
2018-01-04T00:00:00.000+08:00,CR,75377,1168633,BT,BTSZ01
2018-01-04T00:00:00.000+08:00,CR,25485,259513,BT,BTSZ02
2018-01-04T00:00:00.000+08:00,CR,20974,370408,BT,BTSZ03
2018-01-04T00:00:00.000+08:00,CR,19603,354309,BT,BTSZ04
2018-01-04T00:00:00.000+08:00,CR,81942,474584,BT,BTSZ05
2018-01-04T00:00:00.000+08:00,CR,63908,729450,BT,BTSZ06
2018-01-04T00:00:00.000+08:00,CR,31177,459452,BT,BTSZ07
2018-01-04T00:00:00.000+08:00,CR,28814,233414,BT,BTSZ08
2018-01-04T00:00:00.000+08:00,CR,118534,796663,DT,DTSZ01
2018-01-04T00:00:00.000+08:00,CR,110145,908870,DT,DTSZ02
2018-01-04T00:00:00.000+08:00,CR,82791,1077831,DT,DTSZ03
2018-01-04T00:00:00.000+08:00,CR,31477,213843,DT,DTSZ04
2018-01-04T00:00:00.000+08:00,CR,115725,1290140,DT,DTSZ05
2018-01-04T00:00:00.000+08:00,CR,36648,304754,DT,DTSZ06
2018-01-04T00:00:00.000+08:00,CR,15803,139485,DT,DTSZ07
2018-01-04T00:00:00.000+08:00,CR,86283,895165,DT,DTSZ08
2018-01-04T00:00:00.000+08:00,CR,52155,599145,DT,DTSZ09
2018-01-04T00:00:00.000+08:00,CR,36774,386091,DT,DTSZ10
2018-01-04T00:00:00.000+08:00,CR,43417,1057589,DT,DTSZ11
2018-01-04T00:00:00.000+08:00,CR,55432,552467,DT,DTSZ12
2018-01-04T00:00:00.000+08:00,CR,82175,1028201,GL,GLSZ01
2018-01-04T00:00:00.000+08:00,CR,53741,655201,GL,GLSZ02
2018-01-04T00:00:00.000+08:00,CR,137106,1622149,GL,GLSZ03
2018-01-04T00:00:00.000+08:00,CR,207009,3453269,GL,GLSZ04
2018-01-04T00:00:00.000+08:00,CR,132854,1833594,GL,GLSZ05
2018-01-04T00:00:00.000+08:00,CR,143851,1625373,KL,KLSZ01
2018-01-04T00:00:00.000+08:00,CR,45492,450707,KL,KLSZ02
2018-01-04T00:00:00.000+08:00,CR,16624,173212,KL,KLSZ03
2018-01-04T00:00:00.000+08:00,CR,33568,99271,KL,KLSZ04
2018-01-04T00:00:00.000+08:00,CR,85278,738671,KL,KLSZ05
2018-01-04T00:00:00.000+08:00,CR,106454,1114622,KL,KLSZ06
2018-01-04T00:00:00.000+08:00,CR,92551,927314,KL,KLSZ07
2018-01-04T00:00:00.000+08:00,CR,49943,522087,KL,KLSZ08
2018-01-04T00:00:00.000+08:00,CR,69516,815173,KL,KLSZ09
2018-01-04T00:00:00.000+08:00,CR,58293,230344,ME,MESZ01
2018-01-04T00:00:00.000+08:00,CR,42872,623353,MP,MPSZ01
2018-01-04T00:00:00.000+08:00,CR,41626,623634,MP,MPSZ02
2018-01-04T00:00:00.000+08:00,CR,72563,1378917,MP,MPSZ03
2018-01-04T00:00:00.000+08:00,CR,33762,158819,MS,MSSZ01
2018-01-04T00:00:00.000+08:00,CR,83072,364056,MU,MUSZ01
2018-01-04T00:00:00.000+08:00,CR,30853,186203,MU,MUSZ02
2018-01-04T00:00:00.000+08:00,CR,26945,245237,MU,MUSZ03
2018-01-04T00:00:00.000+08:00,CR,35394,338630,NT,NTSZ01
2018-01-04T00:00:00.000+08:00,CR,8011,71144,NT,NTSZ02
2018-01-04T00:00:00.000+08:00,CR,36181,201751,NT,NTSZ03
2018-01-04T00:00:00.000+08:00,CR,36291,559814,NT,NTSZ04
2018-01-04T00:00:00.000+08:00,CR,11046,17426,NT,NTSZ05
2018-01-04T00:00:00.000+08:00,CR,11949,88574,NT,NTSZ06
2018-01-04T00:00:00.000+08:00,CR,146140,1741200,NV,NVSZ01
2018-01-04T00:00:00.000+08:00,CR,111519,1284837,NV,NVSZ02
2018-01-04T00:00:00.000+08:00,CR,38560,348891,NV,NVSZ03
2018-01-04T00:00:00.000+08:00,CR,58728,216933,NV,NVSZ04
2018-01-04T00:00:00.000+08:00,CR,8180,53853,NV,NVSZ05
2018-01-04T00:00:00.000+08:00,CR,30640,451347,OR,ORSZ01
2018-01-04T00:00:00.000+08:00,CR,107395,1513651,OR,ORSZ02
2018-01-04T00:00:00.000+08:00,CR,109482,1358643,OR,ORSZ03
2018-01-04T00:00:00.000+08:00,CR,80563,810945,OT,OTSZ01
2018-01-04T00:00:00.000+08:00,CR,63285,124496,OT,OTSZ02
2018-01-04T00:00:00.000+08:00,CR,84164,860255,OT,OTSZ03
2018-01-04T00:00:00.000+08:00,CR,47245,339652,OT,OTSZ04
2018-01-04T00:00:00.000+08:00,CR,38476,372011,QT,QTSZ01
2018-01-04T00:00:00.000+08:00,CR,27668,368979,QT,QTSZ02
2018-01-04T00:00:00.000+08:00,CR,11624,157491,QT,QTSZ03
2018-01-04T00:00:00.000+08:00,CR,50702,357286,QT,QTSZ04
2018-01-04T00:00:00.000+08:00,CR,35312,538894,QT,QTSZ05
2018-01-04T00:00:00.000+08:00,CR,74922,840295,QT,QTSZ06
2018-01-04T00:00:00.000+08:00,CR,10333,84945,QT,QTSZ07
2018-01-04T00:00:00.000+08:00,CR,65648,913294,QT,QTSZ08
2018-01-04T00:00:00.000+08:00,CR,51010,408445,QT,QTSZ09
2018-01-04T00:00:00.000+08:00,CR,69690,520196,QT,QTSZ10
2018-01-04T00:00:00.000+08:00,CR,64969,882846,QT,QTSZ11
2018-01-04T00:00:00.000+08:00,CR,36585,292881,QT,QTSZ12
2018-01-04T00:00:00.000+08:00,CR,21430,337046,QT,QTSZ13
2018-01-04T00:00:00.000+08:00,CR,51461,831376,QT,QTSZ14
2018-01-04T00:00:00.000+08:00,CR,51235,855698,QT,QTSZ15
2018-01-04T00:00:00.000+08:00,CR,92138,657704,RC,RCSZ01
2018-01-04T00:00:00.000+08:00,CR,63189,492155,RC,RCSZ02
2018-01-04T00:00:00.000+08:00,CR,68280,387879,RC,RCSZ03
2018-01-04T00:00:00.000+08:00,CR,30151,168026,RC,RCSZ05
2018-01-04T00:00:00.000+08:00,CR,25350,120843,RC,RCSZ06
2018-01-04T00:00:00.000+08:00,CR,9939,183137,RC,RCSZ07
2018-01-04T00:00:00.000+08:00,CR,32169,418831,RC,RCSZ08
2018-01-04T00:00:00.000+08:00,CR,30357,210183,RC,RCSZ09
2018-01-04T00:00:00.000+08:00,CR,50265,437705,RC,RCSZ10
2018-01-04T00:00:00.000+08:00,CR,13734,197627,RV,RVSZ01
2018-01-04T00:00:00.000+08:00,CR,3152,6192,RV,RVSZ02
2018-01-04T00:00:00.000+08:00,CR,18831,281233,RV,RVSZ03
2018-01-04T00:00:00.000+08:00,CR,40,40,RV,RVSZ04
2018-01-04T00:00:00.000+08:00,CR,41178,640566,RV,RVSZ05
2018-01-04T00:00:00.000+08:00,CR,59754,1186522,SI,SISZ01
2018-01-04T00:00:00.000+08:00,CR,7706,45375,SI,SISZ02
2018-01-04T00:00:00.000+08:00,CR,28843,396264,SR,SRSZ01
2018-01-04T00:00:00.000+08:00,CR,61661,461242,SR,SRSZ02
2018-01-04T00:00:00.000+08:00,CR,27630,196194,SR,SRSZ03
2018-01-04T00:00:00.000+08:00,CR,23308,135486,SV,SVSZ01
2018-01-04T00:00:00.000+08:00,CR,55179,923206,TN,TNSZ01
2018-01-04T00:00:00.000+08:00,CR,35352,492105,TN,TNSZ02
2018-01-04T00:00:00.000+08:00,CR,64545,558747,TN,TNSZ03
2018-01-04T00:00:00.000+08:00,CR,51156,316525,TN,TNSZ04
2018-01-04T00:00:00.000+08:00,CR,68957,593453,TP,TPSZ01
2018-01-04T00:00:00.000+08:00,CR,82720,1127007,TP,TPSZ02
2018-01-04T00:00:00.000+08:00,CR,35411,373765,TP,TPSZ03
2018-01-04T00:00:00.000+08:00,CR,21852,316995,TP,TPSZ04
2018-01-04T00:00:00.000+08:00,CR,75146,403851,TP,TPSZ05
2018-01-04T00:00:00.000+08:00,CR,25299,343223,TP,TPSZ06
2018-01-04T00:00:00.000+08:00,CR,5750,83557,TP,TPSZ07
2018-01-04T00:00:00.000+08:00,CR,43280,571189,TP,TPSZ09
2018-01-04T00:00:00.000+08:00,CR,17044,22257,TP,TPSZ10
2018-01-04T00:00:00.000+08:00,CR,18148,21427,TP,TPSZ11
2018-01-04T00:00:00.000+08:00,CR,53762,824292,TP,TPSZ12
2018-01-05T00:00:00.000+08:00,CR,78241,994291,BM,BMSZ01
2018-01-05T00:00:00.000+08:00,CR,33188,375103,BM,BMSZ02
2018-01-05T00:00:00.000+08:00,CR,19871,109998,BM,BMSZ03
2018-01-05T00:00:00.000+08:00,CR,56796,417083,BM,BMSZ04
2018-01-05T00:00:00.000+08:00,CR,37900,442369,BM,BMSZ05
2018-01-05T00:00:00.000+08:00,CR,25252,185752,BM,BMSZ06
2018-01-05T00:00:00.000+08:00,CR,83947,970758,BM,BMSZ07
2018-01-05T00:00:00.000+08:00,CR,27127,388157,BM,BMSZ08
2018-01-05T00:00:00.000+08:00,CR,61609,693870,BM,BMSZ09
2018-01-05T00:00:00.000+08:00,CR,48609,364842,BM,BMSZ10
2018-01-05T00:00:00.000+08:00,CR,48009,321058,BM,BMSZ11
2018-01-05T00:00:00.000+08:00,CR,12051,111745,BM,BMSZ12
2018-01-05T00:00:00.000+08:00,CR,34810,527338,BM,BMSZ13
2018-01-05T00:00:00.000+08:00,CR,30518,350170,BM,BMSZ14
2018-01-05T00:00:00.000+08:00,CR,23745,309601,BM,BMSZ15
2018-01-05T00:00:00.000+08:00,CR,70492,629169,BM,BMSZ16
2018-01-05T00:00:00.000+08:00,CR,79171,552072,BM,BMSZ17
2018-01-05T00:00:00.000+08:00,CR,74930,1290580,BS,BSSZ01
2018-01-05T00:00:00.000+08:00,CR,54089,570167,BS,BSSZ02
2018-01-05T00:00:00.000+08:00,CR,132323,1034188,BS,BSSZ03
2018-01-05T00:00:00.000+08:00,CR,80455,1165751,BT,BTSZ01
2018-01-05T00:00:00.000+08:00,CR,26310,257927,BT,BTSZ02
2018-01-05T00:00:00.000+08:00,CR,21469,373857,BT,BTSZ03
2018-01-05T00:00:00.000+08:00,CR,21269,356063,BT,BTSZ04
2018-01-05T00:00:00.000+08:00,CR,84927,480001,BT,BTSZ05
2018-01-05T00:00:00.000+08:00,CR,67946,742670,BT,BTSZ06
2018-01-05T00:00:00.000+08:00,CR,34043,471932,BT,BTSZ07
2018-01-05T00:00:00.000+08:00,CR,30356,239022,BT,BTSZ08
2018-01-05T00:00:00.000+08:00,CR,133253,868563,DT,DTSZ01
2018-01-05T00:00:00.000+08:00,CR,124408,975519,DT,DTSZ02
2018-01-05T00:00:00.000+08:00,CR,95776,1180242,DT,DTSZ03
2018-01-05T00:00:00.000+08:00,CR,34164,221270,DT,DTSZ04
2018-01-05T00:00:00.000+08:00,CR,121215,1285052,DT,DTSZ05
2018-01-05T00:00:00.000+08:00,CR,42907,324159,DT,DTSZ06
2018-01-05T00:00:00.000+08:00,CR,17773,146337,DT,DTSZ07
2018-01-05T00:00:00.000+08:00,CR,93047,911154,DT,DTSZ08
2018-01-05T00:00:00.000+08:00,CR,53611,605302,DT,DTSZ09
2018-01-05T00:00:00.000+08:00,CR,39552,387311,DT,DTSZ10
2018-01-05T00:00:00.000+08:00,CR,47763,1032215,DT,DTSZ11
2018-01-05T00:00:00.000+08:00,CR,65699,604499,DT,DTSZ12
2018-01-05T00:00:00.000+08:00,CR,89485,1021010,GL,GLSZ01
2018-01-05T00:00:00.000+08:00,CR,57384,646645,GL,GLSZ02
2018-01-05T00:00:00.000+08:00,CR,141792,1611360,GL,GLSZ03
2018-01-05T00:00:00.000+08:00,CR,216910,3468462,GL,GLSZ04
2018-01-05T00:00:00.000+08:00,CR,133524,1814453,GL,GLSZ05
2018-01-05T00:00:00.000+08:00,CR,150948,1629805,KL,KLSZ01
2018-01-05T00:00:00.000+08:00,CR,48125,441191,KL,KLSZ02
2018-01-05T00:00:00.000+08:00,CR,16265,170708,KL,KLSZ03
2018-01-05T00:00:00.000+08:00,CR,35172,100481,KL,KLSZ04
2018-01-05T00:00:00.000+08:00,CR,95556,765454,KL,KLSZ05
2018-01-05T00:00:00.000+08:00,CR,115089,1132065,KL,KLSZ06
2018-01-05T00:00:00.000+08:00,CR,100316,942227,KL,KLSZ07
2018-01-05T00:00:00.000+08:00,CR,52973,522376,KL,KLSZ08
2018-01-05T00:00:00.000+08:00,CR,80822,854044,KL,KLSZ09
2018-01-05T00:00:00.000+08:00,CR,63011,239726,ME,MESZ01
2018-01-05T00:00:00.000+08:00,CR,44082,626351,MP,MPSZ01
2018-01-05T00:00:00.000+08:00,CR,45769,633645,MP,MPSZ02
2018-01-05T00:00:00.000+08:00,CR,77229,1394825,MP,MPSZ03
2018-01-05T00:00:00.000+08:00,CR,40177,170034,MS,MSSZ01
2018-01-05T00:00:00.000+08:00,CR,90192,389848,MU,MUSZ01
2018-01-05T00:00:00.000+08:00,CR,35427,194111,MU,MUSZ02
2018-01-05T00:00:00.000+08:00,CR,29800,258744,MU,MUSZ03
2018-01-05T00:00:00.000+08:00,CR,40188,345570,NT,NTSZ01
2018-01-05T00:00:00.000+08:00,CR,8645,73786,NT,NTSZ02
2018-01-05T00:00:00.000+08:00,CR,39000,201575,NT,NTSZ03
2018-01-05T00:00:00.000+08:00,CR,39772,571755,NT,NTSZ04
2018-01-05T00:00:00.000+08:00,CR,11970,18630,NT,NTSZ05
2018-01-05T00:00:00.000+08:00,CR,14378,102504,NT,NTSZ06
2018-01-05T00:00:00.000+08:00,CR,147894,1721293,NV,NVSZ01
2018-01-05T00:00:00.000+08:00,CR,119548,1285488,NV,NVSZ02
2018-01-05T00:00:00.000+08:00,CR,42872,358889,NV,NVSZ03
2018-01-05T00:00:00.000+08:00,CR,64939,222511,NV,NVSZ04
2018-01-05T00:00:00.000+08:00,CR,8675,55813,NV,NVSZ05
2018-01-05T00:00:00.000+08:00,CR,33936,474152,OR,ORSZ01
2018-01-05T00:00:00.000+08:00,CR,117150,1630016,OR,ORSZ02
2018-01-05T00:00:00.000+08:00,CR,129592,1443027,OR,ORSZ03
2018-01-05T00:00:00.000+08:00,CR,88096,835335,OT,OTSZ01
2018-01-05T00:00:00.000+08:00,CR,66575,129708,OT,OTSZ02
2018-01-05T00:00:00.000+08:00,CR,94496,909390,OT,OTSZ03
2018-01-05T00:00:00.000+08:00,CR,49325,349742,OT,OTSZ04
2018-01-05T00:00:00.000+08:00,CR,39779,371943,QT,QTSZ01
2018-01-05T00:00:00.000+08:00,CR,29465,380072,QT,QTSZ02
2018-01-05T00:00:00.000+08:00,CR,12308,159700,QT,QTSZ03
2018-01-05T00:00:00.000+08:00,CR,52387,356427,QT,QTSZ04
2018-01-05T00:00:00.000+08:00,CR,39735,543283,QT,QTSZ05
2018-01-05T00:00:00.000+08:00,CR,80629,851272,QT,QTSZ06
2018-01-05T00:00:00.000+08:00,CR,10674,85527,QT,QTSZ07
2018-01-05T00:00:00.000+08:00,CR,69444,901198,QT,QTSZ08
2018-01-05T00:00:00.000+08:00,CR,50990,401225,QT,QTSZ09
2018-01-05T00:00:00.000+08:00,CR,78147,534946,QT,QTSZ10
2018-01-05T00:00:00.000+08:00,CR,67677,883791,QT,QTSZ11
2018-01-05T00:00:00.000+08:00,CR,37357,290867,QT,QTSZ12
2018-01-05T00:00:00.000+08:00,CR,22973,345175,QT,QTSZ13
2018-01-05T00:00:00.000+08:00,CR,56358,818517,QT,QTSZ14
2018-01-05T00:00:00.000+08:00,CR,53517,869254,QT,QTSZ15
2018-01-05T00:00:00.000+08:00,CR,99531,690237,RC,RCSZ01
2018-01-05T00:00:00.000+08:00,CR,64068,501190,RC,RCSZ02
2018-01-05T00:00:00.000+08:00,CR,74956,409448,RC,RCSZ03
2018-01-05T00:00:00.000+08:00,CR,33770,185684,RC,RCSZ05
2018-01-05T00:00:00.000+08:00,CR,27212,121399,RC,RCSZ06
2018-01-05T00:00:00.000+08:00,CR,9724,178976,RC,RCSZ07
2018-01-05T00:00:00.000+08:00,CR,35492,446314,RC,RCSZ08
2018-01-05T00:00:00.000+08:00,CR,33171,211532,RC,RCSZ09
2018-01-05T00:00:00.000+08:00,CR,57326,457001,RC,RCSZ10
2018-01-05T00:00:00.000+08:00,CR,14450,202350,RV,RVSZ01
2018-01-05T00:00:00.000+08:00,CR,3843,6855,RV,RVSZ02
2018-01-05T00:00:00.000+08:00,CR,19541,286046,RV,RVSZ03
2018-01-05T00:00:00.000+08:00,CR,40,50,RV,RVSZ04
2018-01-05T00:00:00.000+08:00,CR,44681,644983,RV,RVSZ05
2018-01-05T00:00:00.000+08:00,CR,63563,1205269,SI,SISZ01
2018-01-05T00:00:00.000+08:00,CR,9258,52461,SI,SISZ02
2018-01-05T00:00:00.000+08:00,CR,32613,411805,SR,SRSZ01
2018-01-05T00:00:00.000+08:00,CR,70521,494204,SR,SRSZ02
2018-01-05T00:00:00.000+08:00,CR,30953,207625,SR,SRSZ03
2018-01-05T00:00:00.000+08:00,CR,34066,217818,SV,SVSZ01
2018-01-05T00:00:00.000+08:00,CR,56741,926838,TN,TNSZ01
2018-01-05T00:00:00.000+08:00,CR,36038,497975,TN,TNSZ02
2018-01-05T00:00:00.000+08:00,CR,70613,578707,TN,TNSZ03
2018-01-05T00:00:00.000+08:00,CR,52962,322021,TN,TNSZ04
2018-01-05T00:00:00.000+08:00,CR,74628,593771,TP,TPSZ01
2018-01-05T00:00:00.000+08:00,CR,85221,1131770,TP,TPSZ02
2018-01-05T00:00:00.000+08:00,CR,39624,366081,TP,TPSZ03
2018-01-05T00:00:00.000+08:00,CR,23285,315228,TP,TPSZ04
2018-01-05T00:00:00.000+08:00,CR,77555,394088,TP,TPSZ05
2018-01-05T00:00:00.000+08:00,CR,25951,340782,TP,TPSZ06
2018-01-05T00:00:00.000+08:00,CR,7190,87834,TP,TPSZ07
2018-01-05T00:00:00.000+08:00,CR,48206,579016,TP,TPSZ09
2018-01-05T00:00:00.000+08:00,CR,18372,23070,TP,TPSZ10
2018-01-05T00:00:00.000+08:00,CR,19088,22252,TP,TPSZ11
2018-01-05T00:00:00.000+08:00,CR,55985,820674,TP,TPSZ12
2018-01-06T00:00:00.000+08:00,CR,80406,1006887,BM,BMSZ01
2018-01-06T00:00:00.000+08:00,CR,26145,320972,BM,BMSZ02
2018-01-06T00:00:00.000+08:00,CR,16940,116078,BM,BMSZ03
2018-01-06T00:00:00.000+08:00,CR,52686,441877,BM,BMSZ04
2018-01-06T00:00:00.000+08:00,CR,27994,322028,BM,BMSZ05
2018-01-06T00:00:00.000+08:00,CR,23036,184388,BM,BMSZ06
2018-01-06T00:00:00.000+08:00,CR,70249,910244,BM,BMSZ07
2018-01-06T00:00:00.000+08:00,CR,25460,411723,BM,BMSZ08
2018-01-06T00:00:00.000+08:00,CR,56607,724856,BM,BMSZ09
2018-01-06T00:00:00.000+08:00,CR,47751,387523,BM,BMSZ10
2018-01-06T00:00:00.000+08:00,CR,41751,318654,BM,BMSZ11
2018-01-06T00:00:00.000+08:00,CR,9036,66105,BM,BMSZ12
2018-01-06T00:00:00.000+08:00,CR,28291,501624,BM,BMSZ13
2018-01-06T00:00:00.000+08:00,CR,25866,343760,BM,BMSZ14
2018-01-06T00:00:00.000+08:00,CR,23265,323860,BM,BMSZ15
2018-01-06T00:00:00.000+08:00,CR,56317,587895,BM,BMSZ16
2018-01-06T00:00:00.000+08:00,CR,74358,521193,BM,BMSZ17
2018-01-06T00:00:00.000+08:00,CR,67368,1317832,BS,BSSZ01
2018-01-06T00:00:00.000+08:00,CR,49060,578466,BS,BSSZ02
2018-01-06T00:00:00.000+08:00,CR,117291,1068058,BS,BSSZ03
2018-01-06T00:00:00.000+08:00,CR,76603,1225703,BT,BTSZ01
2018-01-06T00:00:00.000+08:00,CR,25573,288471,BT,BTSZ02
2018-01-06T00:00:00.000+08:00,CR,19985,412304,BT,BTSZ03
2018-01-06T00:00:00.000+08:00,CR,19873,393830,BT,BTSZ04
2018-01-06T00:00:00.000+08:00,CR,81783,503659,BT,BTSZ05
2018-01-06T00:00:00.000+08:00,CR,66110,785180,BT,BTSZ06
2018-01-06T00:00:00.000+08:00,CR,29873,505602,BT,BTSZ07
2018-01-06T00:00:00.000+08:00,CR,27740,265091,BT,BTSZ08
2018-01-06T00:00:00.000+08:00,CR,122854,797706,DT,DTSZ01
2018-01-06T00:00:00.000+08:00,CR,105442,710321,DT,DTSZ02
2018-01-06T00:00:00.000+08:00,CR,90011,914432,DT,DTSZ03
2018-01-06T00:00:00.000+08:00,CR,18924,87159,DT,DTSZ04
2018-01-06T00:00:00.000+08:00,CR,63774,389304,DT,DTSZ05
2018-01-06T00:00:00.000+08:00,CR,37982,256387,DT,DTSZ06
2018-01-06T00:00:00.000+08:00,CR,8176,81521,DT,DTSZ07
2018-01-06T00:00:00.000+08:00,CR,47843,402693,DT,DTSZ08
2018-01-06T00:00:00.000+08:00,CR,30340,279847,DT,DTSZ09
2018-01-06T00:00:00.000+08:00,CR,25672,257459,DT,DTSZ10
2018-01-06T00:00:00.000+08:00,CR,19952,281663,DT,DTSZ11
2018-01-06T00:00:00.000+08:00,CR,64013,686332,DT,DTSZ12
2018-01-06T00:00:00.000+08:00,CR,74386,804906,GL,GLSZ01
2018-01-06T00:00:00.000+08:00,CR,48187,659304,GL,GLSZ02
2018-01-06T00:00:00.000+08:00,CR,121994,1294813,GL,GLSZ03
2018-01-06T00:00:00.000+08:00,CR,213072,3649435,GL,GLSZ04
2018-01-06T00:00:00.000+08:00,CR,131215,1844204,GL,GLSZ05
2018-01-06T00:00:00.000+08:00,CR,132913,1688511,KL,KLSZ01
2018-01-06T00:00:00.000+08:00,CR,39641,393575,KL,KLSZ02
2018-01-06T00:00:00.000+08:00,CR,16916,180017,KL,KLSZ03
2018-01-06T00:00:00.000+08:00,CR,32723,97810,KL,KLSZ04
2018-01-06T00:00:00.000+08:00,CR,108568,1082213,KL,KLSZ05
2018-01-06T00:00:00.000+08:00,CR,114145,1159113,KL,KLSZ06
2018-01-06T00:00:00.000+08:00,CR,96269,940163,KL,KLSZ07
2018-01-06T00:00:00.000+08:00,CR,46908,350243,KL,KLSZ08
2018-01-06T00:00:00.000+08:00,CR,77201,797043,KL,KLSZ09
2018-01-06T00:00:00.000+08:00,CR,60252,244592,ME,MESZ01
2018-01-06T00:00:00.000+08:00,CR,45465,691952,MP,MPSZ01
2018-01-06T00:00:00.000+08:00,CR,48489,699767,MP,MPSZ02
2018-01-06T00:00:00.000+08:00,CR,81510,1578312,MP,MPSZ03
2018-01-06T00:00:00.000+08:00,CR,38208,172160,MS,MSSZ01
2018-01-06T00:00:00.000+08:00,CR,84151,345268,MU,MUSZ01
2018-01-06T00:00:00.000+08:00,CR,35890,186301,MU,MUSZ02
2018-01-06T00:00:00.000+08:00,CR,27041,205632,MU,MUSZ03
2018-01-06T00:00:00.000+08:00,CR,38258,352964,NT,NTSZ01
2018-01-06T00:00:00.000+08:00,CR,7979,73211,NT,NTSZ02
2018-01-06T00:00:00.000+08:00,CR,31481,156747,NT,NTSZ03
2018-01-06T00:00:00.000+08:00,CR,38406,585819,NT,NTSZ04
2018-01-06T00:00:00.000+08:00,CR,11151,18039,NT,NTSZ05
2018-01-06T00:00:00.000+08:00,CR,15327,116767,NT,NTSZ06
2018-01-06T00:00:00.000+08:00,CR,139323,1815916,NV,NVSZ01
2018-01-06T00:00:00.000+08:00,CR,107258,1191391,NV,NVSZ02
2018-01-06T00:00:00.000+08:00,CR,37974,366489,NV,NVSZ03
2018-01-06T00:00:00.000+08:00,CR,60588,233391,NV,NVSZ04
2018-01-06T00:00:00.000+08:00,CR,8042,53270,NV,NVSZ05
2018-01-06T00:00:00.000+08:00,CR,31848,467814,OR,ORSZ01
