timestamp,staypoint_planningregion,hyperUnique_unique_agents,longSum_total_stays,longSum_sum_stay_duration,staypoint_planningarea,staypoint_subzone
2018-01-01T00:00:00.000+08:00,CR,64569,80768,12174459,BM,BMSZ01
2018-01-01T00:00:00.000+08:00,CR,6934,9110,2533589,BM,BMSZ02
2018-01-01T00:00:00.000+08:00,CR,5522,7386,2068739,BM,BMSZ03
2018-01-01T00:00:00.000+08:00,CR,8756,10940,3765628,BM,BMSZ04
2018-01-01T00:00:00.000+08:00,CR,9962,11907,2873813,BM,BMSZ05
2018-01-01T00:00:00.000+08:00,CR,2741,3541,1133463,BM,BMSZ06
2018-01-01T00:00:00.000+08:00,CR,21514,28929,8441634,BM,BMSZ07
2018-01-01T00:00:00.000+08:00,CR,8502,11468,3919383,BM,BMSZ08
2018-01-01T00:00:00.000+08:00,CR,20038,28594,7526542,BM,BMSZ09
2018-01-01T00:00:00.000+08:00,CR,13410,17523,4362229,BM,BMSZ10
2018-01-01T00:00:00.000+08:00,CR,6404,8321,2438639,BM,BMSZ11
2018-01-01T00:00:00.000+08:00,CR,1733,2265,591981,BM,BMSZ12
2018-01-01T00:00:00.000+08:00,CR,10315,14468,4903124,BM,BMSZ13
2018-01-01T00:00:00.000+08:00,CR,6516,8772,2941282,BM,BMSZ14
2018-01-01T00:00:00.000+08:00,CR,6446,8925,3151977,BM,BMSZ15
2018-01-01T00:00:00.000+08:00,CR,20741,30340,5653929,BM,BMSZ16
2018-01-01T00:00:00.000+08:00,CR,11405,18410,2579256,BM,BMSZ17
2018-01-01T00:00:00.000+08:00,CR,26938,44159,12729775,BS,BSSZ01
2018-01-01T00:00:00.000+08:00,CR,13920,22001,6310839,BS,BSSZ02
2018-01-01T00:00:00.000+08:00,CR,29298,44048,9828709,BS,BSSZ03
2018-01-01T00:00:00.000+08:00,CR,23778,37392,10590536,BT,BTSZ01
2018-01-01T00:00:00.000+08:00,CR,8533,12803,2857672,BT,BTSZ02
2018-01-01T00:00:00.000+08:00,CR,8359,13347,4202759,BT,BTSZ03
2018-01-01T00:00:00.000+08:00,CR,7852,13385,3675827,BT,BTSZ04
2018-01-01T00:00:00.000+08:00,CR,9289,16164,3442989,BT,BTSZ05
2018-01-01T00:00:00.000+08:00,CR,13844,27846,5799302,BT,BTSZ06
2018-01-01T00:00:00.000+08:00,CR,10604,16251,4674832,BT,BTSZ07
2018-01-01T00:00:00.000+08:00,CR,6391,11460,2261284,BT,BTSZ08
2018-01-01T00:00:00.000+08:00,CR,36071,39848,7102920,DT,DTSZ01
2018-01-01T00:00:00.000+08:00,CR,56862,66253,9911499,DT,DTSZ02
2018-01-01T00:00:00.000+08:00,CR,50436,63527,8880251,DT,DTSZ03
2018-01-01T00:00:00.000+08:00,CR,1974,2007,409783,DT,DTSZ04
2018-01-01T00:00:00.000+08:00,CR,11625,12587,2040595,DT,DTSZ05
2018-01-01T00:00:00.000+08:00,CR,12501,14010,2116705,DT,DTSZ06
2018-01-01T00:00:00.000+08:00,CR,2500,2715,592350,DT,DTSZ07
2018-01-01T00:00:00.000+08:00,CR,10064,12384,2332355,DT,DTSZ08
2018-01-01T00:00:00.000+08:00,CR,6418,7348,1913199,DT,DTSZ09
2018-01-01T00:00:00.000+08:00,CR,5804,7044,2053685,DT,DTSZ10
2018-01-01T00:00:00.000+08:00,CR,12987,15390,2799921,DT,DTSZ11
2018-01-01T00:00:00.000+08:00,CR,61200,76625,9809158,DT,DTSZ12
2018-01-01T00:00:00.000+08:00,CR,13554,19695,5825306,GL,GLSZ01
2018-01-01T00:00:00.000+08:00,CR,17248,24665,8029629,GL,GLSZ02
2018-01-01T00:00:00.000+08:00,CR,22295,31701,9783650,GL,GLSZ03
2018-01-01T00:00:00.000+08:00,CR,98800,146413,40902572,GL,GLSZ04
2018-01-01T00:00:00.000+08:00,CR,52689,77240,19030564,GL,GLSZ05
2018-01-01T00:00:00.000+08:00,CR,34922,52950,15736337,KL,KLSZ01
2018-01-01T00:00:00.000+08:00,CR,12031,18083,4995826,KL,KLSZ02
2018-01-01T00:00:00.000+08:00,CR,6985,8787,2182872,KL,KLSZ03
2018-01-01T00:00:00.000+08:00,CR,7328,8189,1247584,KL,KLSZ04
2018-01-01T00:00:00.000+08:00,CR,22407,39694,6496232,KL,KLSZ05
2018-01-01T00:00:00.000+08:00,CR,41830,54219,14078069,KL,KLSZ06
2018-01-01T00:00:00.000+08:00,CR,27520,36206,9086477,KL,KLSZ07
2018-01-01T00:00:00.000+08:00,CR,11953,17082,3589005,KL,KLSZ08
2018-01-01T00:00:00.000+08:00,CR,25611,35386,6687051,KL,KLSZ09
2018-01-01T00:00:00.000+08:00,CR,5623,7781,1114292,ME,MESZ01
2018-01-01T00:00:00.000+08:00,CR,15706,29363,6899274,MP,MPSZ01
2018-01-01T00:00:00.000+08:00,CR,19313,27539,6576924,MP,MPSZ02
2018-01-01T00:00:00.000+08:00,CR,42115,62384,15500769,MP,MPSZ03
2018-01-01T00:00:00.000+08:00,CR,40,40,44,MP,MPSZ05
2018-01-01T00:00:00.000+08:00,CR,12413,17558,1389483,MS,MSSZ01
2018-01-01T00:00:00.000+08:00,CR,14999,16515,2802294,MU,MUSZ01
2018-01-01T00:00:00.000+08:00,CR,6431,7148,1112202,MU,MUSZ02
2018-01-01T00:00:00.000+08:00,CR,5848,6468,1522933,MU,MUSZ03
2018-01-01T00:00:00.000+08:00,CR,9246,12131,3105468,NT,NTSZ01
2018-01-01T00:00:00.000+08:00,CR,2796,3852,983841,NT,NTSZ02
2018-01-01T00:00:00.000+08:00,CR,3640,4730,1164502,NT,NTSZ03
2018-01-01T00:00:00.000+08:00,CR,15490,20026,6818942,NT,NTSZ04
2018-01-01T00:00:00.000+08:00,CR,574,628,115520,NT,NTSZ05
2018-01-01T00:00:00.000+08:00,CR,4309,4664,950063,NT,NTSZ06
2018-01-01T00:00:00.000+08:00,CR,47539,69776,18755843,NV,NVSZ01
2018-01-01T00:00:00.000+08:00,CR,27657,39429,9679838,NV,NVSZ02
2018-01-01T00:00:00.000+08:00,CR,6364,9852,2586697,NV,NVSZ03
2018-01-01T00:00:00.000+08:00,CR,4018,6082,1566633,NV,NVSZ04
2018-01-01T00:00:00.000+08:00,CR,1018,1833,330972,NV,NVSZ05
2018-01-01T00:00:00.000+08:00,CR,10502,13559,3948556,OR,ORSZ01
2018-01-01T00:00:00.000+08:00,CR,78943,87364,19584753,OR,ORSZ02
2018-01-01T00:00:00.000+08:00,CR,42742,46903,11389860,OR,ORSZ03
2018-01-01T00:00:00.000+08:00,CR,20991,25913,6392616,OT,OTSZ01
2018-01-01T00:00:00.000+08:00,CR,11362,11430,1609645,OT,OTSZ02
2018-01-01T00:00:00.000+08:00,CR,41425,46719,9691767,OT,OTSZ03
2018-01-01T00:00:00.000+08:00,CR,9659,10530,2243610,OT,OTSZ04
2018-01-01T00:00:00.000+08:00,CR,8915,13752,3746402,QT,QTSZ01
2018-01-01T00:00:00.000+08:00,CR,9952,13377,3823692,QT,QTSZ02
2018-01-01T00:00:00.000+08:00,CR,4853,6731,1860916,QT,QTSZ03
2018-01-01T00:00:00.000+08:00,CR,9852,13755,3317974,QT,QTSZ04
2018-01-01T00:00:00.000+08:00,CR,11221,17326,4502366,QT,QTSZ05
2018-01-01T00:00:00.000+08:00,CR,13703,20700,6441851,QT,QTSZ06
2018-01-01T00:00:00.000+08:00,CR,2585,3191,803843,QT,QTSZ07
2018-01-01T00:00:00.000+08:00,CR,10242,13223,3032076,QT,QTSZ08
2018-01-01T00:00:00.000+08:00,CR,6206,9628,2356177,QT,QTSZ09
2018-01-01T00:00:00.000+08:00,CR,10404,16658,4058118,QT,QTSZ10
2018-01-01T00:00:00.000+08:00,CR,13030,20446,4700573,QT,QTSZ11
2018-01-01T00:00:00.000+08:00,CR,3390,4950,1130544,QT,QTSZ12
2018-01-01T00:00:00.000+08:00,CR,6323,9351,2854363,QT,QTSZ13
2018-01-01T00:00:00.000+08:00,CR,10687,15849,3645363,QT,QTSZ14
2018-01-01T00:00:00.000+08:00,CR,19405,49667,7175792,QT,QTSZ15
2018-01-01T00:00:00.000+08:00,CR,50209,55049,9524440,RC,RCSZ01
2018-01-01T00:00:00.000+08:00,CR,65972,71753,15509543,RC,RCSZ02
2018-01-01T00:00:00.000+08:00,CR,8278,8753,2243617,RC,RCSZ03
2018-01-01T00:00:00.000+08:00,CR,5998,6232,1072625,RC,RCSZ04
2018-01-01T00:00:00.000+08:00,CR,14633,16199,3090013,RC,RCSZ05
2018-01-01T00:00:00.000+08:00,CR,1802,1959,448252,RC,RCSZ06
2018-01-01T00:00:00.000+08:00,CR,4400,5349,1787918,RC,RCSZ07
2018-01-01T00:00:00.000+08:00,CR,6560,7464,2324913,RC,RCSZ08
2018-01-01T00:00:00.000+08:00,CR,10499,11220,2720945,RC,RCSZ09
2018-01-01T00:00:00.000+08:00,CR,27198,28998,5123158,RC,RCSZ10
2018-01-01T00:00:00.000+08:00,CR,3502,5297,1685375,RV,RVSZ01
2018-01-01T00:00:00.000+08:00,CR,1466,1767,500963,RV,RVSZ02
2018-01-01T00:00:00.000+08:00,CR,6418,8721,2896660,RV,RVSZ03
2018-01-01T00:00:00.000+08:00,CR,5311,6214,1218848,RV,RVSZ04
2018-01-01T00:00:00.000+08:00,CR,10701,15324,4678107,RV,RVSZ05
2018-01-01T00:00:00.000+08:00,CR,55095,88251,15434784,SI,SISZ01
2018-01-01T00:00:00.000+08:00,CR,1779,2503,263966,SI,SISZ02
2018-01-01T00:00:00.000+08:00,CR,16722,20666,5403312,SR,SRSZ01
2018-01-01T00:00:00.000+08:00,CR,28847,31729,5786952,SR,SRSZ02
2018-01-01T00:00:00.000+08:00,CR,13813,14796,2596338,SR,SRSZ03
2018-01-01T00:00:00.000+08:00,CR,3733,6683,901720,SV,SVSZ01
2018-01-01T00:00:00.000+08:00,CR,17979,31167,8447422,TN,TNSZ01
2018-01-01T00:00:00.000+08:00,CR,12625,20999,5622578,TN,TNSZ02
2018-01-01T00:00:00.000+08:00,CR,11351,18729,3630375,TN,TNSZ03
2018-01-01T00:00:00.000+08:00,CR,13617,19724,3398366,TN,TNSZ04
2018-01-01T00:00:00.000+08:00,CR,10071,15371,4527015,TP,TPSZ01
2018-01-01T00:00:00.000+08:00,CR,29691,41446,11284942,TP,TPSZ02
2018-01-01T00:00:00.000+08:00,CR,9297,12091,3772741,TP,TPSZ03
2018-01-01T00:00:00.000+08:00,CR,7162,8991,3242800,TP,TPSZ04
2018-01-01T00:00:00.000+08:00,CR,9647,14109,3230951,TP,TPSZ05
2018-01-01T00:00:00.000+08:00,CR,9042,12752,3628041,TP,TPSZ06
2018-01-01T00:00:00.000+08:00,CR,3764,5247,1244072,TP,TPSZ07
2018-01-01T00:00:00.000+08:00,CR,142,142,13494,TP,TPSZ08
2018-01-01T00:00:00.000+08:00,CR,11439,17954,4770983,TP,TPSZ09
2018-01-01T00:00:00.000+08:00,CR,122,138,12462,TP,TPSZ10
2018-01-01T00:00:00.000+08:00,CR,3065,3779,1049460,TP,TPSZ11
2018-01-01T00:00:00.000+08:00,CR,15699,24093,7964265,TP,TPSZ12
2018-01-01T00:00:00.000+08:00,ER,44102,73502,25511082,BD,BDSZ01
2018-01-01T00:00:00.000+08:00,ER,12590,20640,5935551,BD,BDSZ02
2018-01-01T00:00:00.000+08:00,ER,28715,47353,13630167,BD,BDSZ03
2018-01-01T00:00:00.000+08:00,ER,67867,105845,28954290,BD,BDSZ04
2018-01-01T00:00:00.000+08:00,ER,37932,68834,17065549,BD,BDSZ05
2018-01-01T00:00:00.000+08:00,ER,33986,58340,16354044,BD,BDSZ06
2018-01-01T00:00:00.000+08:00,ER,10560,15306,2553270,BD,BDSZ07
2018-01-01T00:00:00.000+08:00,ER,8243,13512,2587766,BD,BDSZ08
2018-01-01T00:00:00.000+08:00,ER,1917,2759,370864,CB,CBSZ01
2018-01-01T00:00:00.000+08:00,ER,9269,11966,1804318,CH,CHSZ01
2018-01-01T00:00:00.000+08:00,ER,11925,17451,4157000,CH,CHSZ02
2018-01-01T00:00:00.000+08:00,ER,121836,169992,31678987,CH,CHSZ03
2018-01-01T00:00:00.000+08:00,ER,5939,9815,1601233,PL,PLSZ01
2018-01-01T00:00:00.000+08:00,ER,6206,11206,2272986,PL,PLSZ02
2018-01-01T00:00:00.000+08:00,ER,3344,6599,933216,PL,PLSZ03
2018-01-01T00:00:00.000+08:00,ER,4853,9140,1455076,PL,PLSZ04
2018-01-01T00:00:00.000+08:00,ER,2049,3325,438751,PL,PLSZ05
2018-01-01T00:00:00.000+08:00,ER,2898,5203,999340,PR,PRSZ01
2018-01-01T00:00:00.000+08:00,ER,17137,27659,8552469,PR,PRSZ02
2018-01-01T00:00:00.000+08:00,ER,23261,36783,10287167,PR,PRSZ03
2018-01-01T00:00:00.000+08:00,ER,6947,9334,2628053,PR,PRSZ04
2018-01-01T00:00:00.000+08:00,ER,26853,38680,14617674,PR,PRSZ05
2018-01-01T00:00:00.000+08:00,ER,8417,11537,3438895,PR,PRSZ06
2018-01-01T00:00:00.000+08:00,ER,652,934,379955,PR,PRSZ07
2018-01-01T00:00:00.000+08:00,ER,7317,10512,4304576,PR,PRSZ08
2018-01-01T00:00:00.000+08:00,ER,10120,11100,1501046,TM,TMSZ01
2018-01-01T00:00:00.000+08:00,ER,71782,107197,33250866,TM,TMSZ02
2018-01-01T00:00:00.000+08:00,ER,46661,75508,22273647,TM,TMSZ03
2018-01-01T00:00:00.000+08:00,ER,35047,51285,17461065,TM,TMSZ04
2018-01-01T00:00:00.000+08:00,ER,22683,34110,6618054,TM,TMSZ05
2018-01-01T00:00:00.000+08:00,NR,8346,11750,1701768,CC,CCSZ01
2018-01-01T00:00:00.000+08:00,NR,7838,14708,2801108,LK,LKSZ01
2018-01-01T00:00:00.000+08:00,NR,109,117,17891,MD,MDSZ01
2018-01-01T00:00:00.000+08:00,NR,2070,3173,354106,MD,MDSZ02
2018-01-01T00:00:00.000+08:00,NR,219,286,130480,MD,MDSZ03
2018-01-01T00:00:00.000+08:00,NR,4917,7796,2504985,SB,SBSZ01
2018-01-01T00:00:00.000+08:00,NR,7081,8683,2584816,SB,SBSZ02
2018-01-01T00:00:00.000+08:00,NR,21098,28438,9158823,SB,SBSZ03
2018-01-01T00:00:00.000+08:00,NR,26345,38771,14439232,SB,SBSZ04
2018-01-01T00:00:00.000+08:00,NR,5366,7711,2649399,SB,SBSZ05
2018-01-01T00:00:00.000+08:00,NR,4768,7048,1621599,SB,SBSZ06
2018-01-01T00:00:00.000+08:00,NR,5893,7903,2837596,SB,SBSZ07
2018-01-01T00:00:00.000+08:00,NR,15244,23687,6867493,SB,SBSZ08
2018-01-01T00:00:00.000+08:00,NR,19980,34844,9289824,SB,SBSZ09
2018-01-01T00:00:00.000+08:00,NR,22475,35587,12977503,SK,SKSZ01
2018-01-01T00:00:00.000+08:00,NR,3700,5138,816082,SK,SKSZ02
2018-01-01T00:00:00.000+08:00,NR,19991,33606,9835874,SK,SKSZ03
2018-01-01T00:00:00.000+08:00,NR,16523,33951,8639047,SK,SKSZ04
2018-01-01T00:00:00.000+08:00,NR,8764,15533,4153069,SK,SKSZ05
2018-01-01T00:00:00.000+08:00,NR,9285,13258,6803607,SM,SMSZ01
2018-01-01T00:00:00.000+08:00,NR,18091,20299,2853769,WD,WDSZ01
2018-01-01T00:00:00.000+08:00,NR,18823,25368,9106665,WD,WDSZ02
2018-01-01T00:00:00.000+08:00,NR,52948,74582,26422135,WD,WDSZ03
2018-01-01T00:00:00.000+08:00,NR,16952,25632,9817839,WD,WDSZ04
2018-01-01T00:00:00.000+08:00,NR,16724,22598,7956242,WD,WDSZ05
2018-01-01T00:00:00.000+08:00,NR,21533,28561,9439473,WD,WDSZ06
2018-01-01T00:00:00.000+08:00,NR,2034,2444,659431,WD,WDSZ07
2018-01-01T00:00:00.000+08:00,NR,24316,35007,10833128,WD,WDSZ08
2018-01-01T00:00:00.000+08:00,NR,49731,63410,13411953,WD,WDSZ09
2018-01-01T00:00:00.000+08:00,NR,12456,13383,3001923,YS,YSSZ01
2018-01-01T00:00:00.000+08:00,NR,29018,40617,14213037,YS,YSSZ02
2018-01-01T00:00:00.000+08:00,NR,20844,29745,11260104,YS,YSSZ03
2018-01-01T00:00:00.000+08:00,NR,23942,34104,12159801,YS,YSSZ04
2018-01-01T00:00:00.000+08:00,NR,7120,10360,3068489,YS,YSSZ05
2018-01-01T00:00:00.000+08:00,NR,3127,5347,1393199,YS,YSSZ06
2018-01-01T00:00:00.000+08:00,NR,4643,7254,1170115,YS,YSSZ07
2018-01-01T00:00:00.000+08:00,NR,5482,7556,2322132,YS,YSSZ08
2018-01-01T00:00:00.000+08:00,NR,36095,48670,15901182,YS,YSSZ09
2018-01-01T00:00:00.000+08:00,NER,12015,13661,2221882,AM,AMSZ01
2018-01-01T00:00:00.000+08:00,NER,20619,30160,8308032,AM,AMSZ02
2018-01-01T00:00:00.000+08:00,NER,21246,32740,9435629,AM,AMSZ03
2018-01-01T00:00:00.000+08:00,NER,16446,22899,6922501,AM,AMSZ04
2018-01-01T00:00:00.000+08:00,NER,11777,16273,5520234,AM,AMSZ05
2018-01-01T00:00:00.000+08:00,NER,12658,17685,6442259,AM,AMSZ06
2018-01-01T00:00:00.000+08:00,NER,5006,7000,2023791,AM,AMSZ07
2018-01-01T00:00:00.000+08:00,NER,10981,18378,5836492,AM,AMSZ08
2018-01-01T00:00:00.000+08:00,NER,12019,17419,5294887,AM,AMSZ09
2018-01-01T00:00:00.000+08:00,NER,8818,13119,2762032,AM,AMSZ10
2018-01-01T00:00:00.000+08:00,NER,805,1053,225707,AM,AMSZ11
2018-01-01T00:00:00.000+08:00,NER,7942,12134,2479532,AM,AMSZ12
2018-01-01T00:00:00.000+08:00,NER,8512,9998,1835533,HG,HGSZ01
2018-01-01T00:00:00.000+08:00,NER,16930,29718,7870349,HG,HGSZ02
2018-01-01T00:00:00.000+08:00,NER,13805,19952,6731804,HG,HGSZ03
2018-01-01T00:00:00.000+08:00,NER,28007,41610,14165295,HG,HGSZ04
2018-01-01T00:00:00.000+08:00,NER,24783,39008,10838021,HG,HGSZ05
2018-01-01T00:00:00.000+08:00,NER,4658,7915,2087007,HG,HGSZ06
2018-01-01T00:00:00.000+08:00,NER,38962,59696,16033790,HG,HGSZ07
2018-01-01T00:00:00.000+08:00,NER,20858,34748,10186577,HG,HGSZ08
2018-01-01T00:00:00.000+08:00,NER,1586,2171,337140,HG,HGSZ09
2018-01-01T00:00:00.000+08:00,NER,1084,1558,234051,HG,HGSZ10
2018-01-01T00:00:00.000+08:00,NER,3753,6263,681751,NE,NESZ01
2018-01-01T00:00:00.000+08:00,NER,12577,22467,5908645,PG,PGSZ01
2018-01-01T00:00:00.000+08:00,NER,13927,18342,4189778,PG,PGSZ02
2018-01-01T00:00:00.000+08:00,NER,22800,32270,10538571,PG,PGSZ03
2018-01-01T00:00:00.000+08:00,NER,24022,33870,13908037,PG,PGSZ04
2018-01-01T00:00:00.000+08:00,NER,14657,21983,8208097,PG,PGSZ05
2018-01-01T00:00:00.000+08:00,NER,40,41,8370,SE,SESZ01
2018-01-01T00:00:00.000+08:00,NER,23653,34167,11928575,SE,SESZ02
2018-01-01T00:00:00.000+08:00,NER,36977,53455,17502586,SE,SESZ03
2018-01-01T00:00:00.000+08:00,NER,20080,31528,10417820,SE,SESZ04
2018-01-01T00:00:00.000+08:00,NER,11588,16535,4718616,SE,SESZ05
2018-01-01T00:00:00.000+08:00,NER,24131,38946,11136768,SE,SESZ06
2018-01-01T00:00:00.000+08:00,NER,40,40,1217,SE,SESZ07
2018-01-01T00:00:00.000+08:00,NER,10954,19521,4612421,SG,SGSZ01
2018-01-01T00:00:00.000+08:00,NER,5974,8617,2245514,SG,SGSZ02
2018-01-01T00:00:00.000+08:00,NER,16573,23724,7732449,SG,SGSZ03
2018-01-01T00:00:00.000+08:00,NER,24231,41149,10057862,SG,SGSZ04
2018-01-01T00:00:00.000+08:00,NER,8420,14616,3510008,SG,SGSZ05
2018-01-01T00:00:00.000+08:00,NER,36913,50769,12142162,SG,SGSZ06
2018-01-01T00:00:00.000+08:00,NER,9324,13433,3277145,SG,SGSZ07
2018-01-01T00:00:00.000+08:00,NER,3110,5392,870654,SL,SLSZ01
2018-01-01T00:00:00.000+08:00,NER,13127,25859,7314952,SL,SLSZ03
2018-01-01T00:00:00.000+08:00,NER,2371,3421,640786,SL,SLSZ04
2018-01-01T00:00:00.000+08:00,WR,13234,20257,3394816,BK,BKSZ01
2018-01-01T00:00:00.000+08:00,WR,16141,25346,8164512,BK,BKSZ02
2018-01-01T00:00:00.000+08:00,WR,155,169,23657,BK,BKSZ03
2018-01-01T00:00:00.000+08:00,WR,5203,8108,2629574,BK,BKSZ04
2018-01-01T00:00:00.000+08:00,WR,12887,21075,6586789,BK,BKSZ05
2018-01-01T00:00:00.000+08:00,WR,11077,16556,3944652,BK,BKSZ06
2018-01-01T00:00:00.000+08:00,WR,22602,32063,8634713,BK,BKSZ07
2018-01-01T00:00:00.000+08:00,WR,13747,18738,5803098,BK,BKSZ08
2018-01-01T00:00:00.000+08:00,WR,18814,30627,9590264,BK,BKSZ09
2018-01-01T00:00:00.000+08:00,WR,6284,10558,2173383,BL,BLSZ01
2018-01-01T00:00:00.000+08:00,WR,10126,16890,3103893,BL,BLSZ02
2018-01-01T00:00:00.000+08:00,WR,3983,6504,1479987,BL,BLSZ03
2018-01-01T00:00:00.000+08:00,WR,1060,1746,410232,BL,BLSZ04
2018-01-01T00:00:00.000+08:00,WR,9065,14432,3612319,BP,BPSZ01
2018-01-01T00:00:00.000+08:00,WR,11722,16115,6115766,BP,BPSZ02
2018-01-01T00:00:00.000+08:00,WR,11047,15930,5856059,BP,BPSZ03
2018-01-01T00:00:00.000+08:00,WR,15314,21173,5948534,BP,BPSZ04
2018-01-01T00:00:00.000+08:00,WR,20474,32187,7098952,BP,BPSZ05
2018-01-01T00:00:00.000+08:00,WR,3470,6174,1455658,BP,BPSZ06
2018-01-01T00:00:00.000+08:00,WR,2118,2938,702143,BP,BPSZ07
2018-01-01T00:00:00.000+08:00,WR,12378,17658,5446560,CK,CKSZ01
2018-01-01T00:00:00.000+08:00,WR,12011,17068,6559567,CK,CKSZ02
2018-01-01T00:00:00.000+08:00,WR,19159,24887,7571584,CK,CKSZ03
2018-01-01T00:00:00.000+08:00,WR,13235,19306,6408489,CK,CKSZ04
2018-01-01T00:00:00.000+08:00,WR,18266,29149,9727268,CK,CKSZ05
2018-01-01T00:00:00.000+08:00,WR,23954,36480,10250446,CK,CKSZ06
2018-01-01T00:00:00.000+08:00,WR,12485,23695,6331227,CL,CLSZ01
2018-01-01T00:00:00.000+08:00,WR,5522,9334,2451722,CL,CLSZ02
2018-01-01T00:00:00.000+08:00,WR,3044,4901,1366212,CL,CLSZ03
2018-01-01T00:00:00.000+08:00,WR,19559,28777,8748558,CL,CLSZ04
2018-01-01T00:00:00.000+08:00,WR,2345,4005,1222398,CL,CLSZ05
2018-01-01T00:00:00.000+08:00,WR,19721,26406,6441070,CL,CLSZ06
2018-01-01T00:00:00.000+08:00,WR,10508,15174,3784139,CL,CLSZ07
2018-01-01T00:00:00.000+08:00,WR,15750,23286,6189283,CL,CLSZ08
2018-01-01T00:00:00.000+08:00,WR,3455,5740,1411301,CL,CLSZ09
2018-01-01T00:00:00.000+08:00,WR,17115,25350,5804897,JE,JESZ01
2018-01-01T00:00:00.000+08:00,WR,23373,32048,7537045,JE,JESZ02
2018-01-01T00:00:00.000+08:00,WR,17904,22530,5544156,JE,JESZ03
2018-01-01T00:00:00.000+08:00,WR,13943,21161,3695928,JE,JESZ04
2018-01-01T00:00:00.000+08:00,WR,37620,42323,6477761,JE,JESZ05
2018-01-01T00:00:00.000+08:00,WR,5141,8825,1684056,JE,JESZ06
2018-01-01T00:00:00.000+08:00,WR,31694,61977,18049990,JE,JESZ07
2018-01-01T00:00:00.000+08:00,WR,14140,23281,5382212,JE,JESZ08
2018-01-01T00:00:00.000+08:00,WR,2425,4197,827601,JE,JESZ09
2018-01-01T00:00:00.000+08:00,WR,8872,15584,2802535,JE,JESZ10
2018-01-01T00:00:00.000+08:00,WR,7875,10716,3599449,JW,JWSZ01
2018-01-01T00:00:00.000+08:00,WR,26658,36256,9678976,JW,JWSZ02
2018-01-01T00:00:00.000+08:00,WR,31660,45892,16507058,JW,JWSZ03
2018-01-01T00:00:00.000+08:00,WR,33535,56476,13614038,JW,JWSZ04
2018-01-01T00:00:00.000+08:00,WR,4467,7083,1534348,JW,JWSZ05
2018-01-01T00:00:00.000+08:00,WR,29317,48466,13704627,JW,JWSZ06
2018-01-01T00:00:00.000+08:00,WR,1035,1813,296360,JW,JWSZ07
2018-01-01T00:00:00.000+08:00,WR,41400,59721,22294844,JW,JWSZ08
2018-01-01T00:00:00.000+08:00,WR,61015,88810,24137998,JW,JWSZ09
2018-01-01T00:00:00.000+08:00,WR,15067,22912,5415727,PN,PNSZ01
2018-01-01T00:00:00.000+08:00,WR,6992,11329,3764473,PN,PNSZ02
2018-01-01T00:00:00.000+08:00,WR,3700,6282,1437767,PN,PNSZ03
2018-01-01T00:00:00.000+08:00,WR,2909,5326,1226635,PN,PNSZ04
2018-01-01T00:00:00.000+08:00,WR,5150,9451,2222189,PN,PNSZ05
2018-01-01T00:00:00.000+08:00,WR,934,1511,252189,TH,THSZ01
2018-01-01T00:00:00.000+08:00,WR,104,112,33156,TS,TSSZ01
2018-01-01T00:00:00.000+08:00,WR,25361,37662,11143405,TS,TSSZ02
2018-01-01T00:00:00.000+08:00,WR,9318,13163,4567040,TS,TSSZ03
2018-01-01T00:00:00.000+08:00,WR,7561,12012,3387694,TS,TSSZ04
2018-01-01T00:00:00.000+08:00,WR,26575,47875,15104749,TS,TSSZ05
2018-01-01T00:00:00.000+08:00,WR,33391,64930,20604400,TS,TSSZ06
2018-01-01T00:00:00.000+08:00,WR,36565,70328,21589316,WC,WCSZ01
2018-01-01T00:00:00.000+08:00,WR,15632,33184,4580725,WI,WISZ01
2018-01-01T00:00:00.000+08:00,WR,478,998,139338,WI,WISZ02
2018-01-02T00:00:00.000+08:00,CR,47978,63923,11524801,BM,BMSZ01
2018-01-02T00:00:00.000+08:00,CR,11395,14294,3520123,BM,BMSZ02
2018-01-02T00:00:00.000+08:00,CR,7507,9345,2172080,BM,BMSZ03
2018-01-02T00:00:00.000+08:00,CR,10869,13511,3716264,BM,BMSZ04
2018-01-02T00:00:00.000+08:00,CR,18067,20705,5178220,BM,BMSZ05
2018-01-02T00:00:00.000+08:00,CR,4093,5292,1267329,BM,BMSZ06
2018-01-02T00:00:00.000+08:00,CR,27726,37434,9666383,BM,BMSZ07
2018-01-02T00:00:00.000+08:00,CR,10924,15460,4103654,BM,BMSZ08
2018-01-02T00:00:00.000+08:00,CR,24278,33175,7802438,BM,BMSZ09
2018-01-02T00:00:00.000+08:00,CR,15656,19566,4194665,BM,BMSZ10
2018-01-02T00:00:00.000+08:00,CR,7665,9268,2369655,BM,BMSZ11
2018-01-02T00:00:00.000+08:00,CR,3464,4244,1115623,BM,BMSZ12
2018-01-02T00:00:00.000+08:00,CR,13886,20153,5398590,BM,BMSZ13
2018-01-02T00:00:00.000+08:00,CR,7888,10133,2855215,BM,BMSZ14
2018-01-02T00:00:00.000+08:00,CR,7711,10409,3061027,BM,BMSZ15
2018-01-02T00:00:00.000+08:00,CR,27500,39359,7258484,BM,BMSZ16
2018-01-02T00:00:00.000+08:00,CR,13670,21927,3133575,BM,BMSZ17
2018-01-02T00:00:00.000+08:00,CR,36333,56059,14169125,BS,BSSZ01
